Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.9041088223457336,0.4369829595088959
seq_to_seq,validate,0.8570355772972107,0.45967575907707214
seq_to_seq,test,0.7822866439819336,0.6278867125511169
bepler,train,0.9486744403839111,0.41465339064598083
bepler,validate,0.8919212222099304,0.44860854744911194
bepler,test,0.7930315136909485,0.6269375085830688
fasttext,train,0.8617130517959595,0.4711054563522339
fasttext,validate,0.8023702502250671,0.4828682243824005
fasttext,test,0.7387857437133789,0.6491735577583313
fft_alpha_structure,train,0.8709210753440857,0.46057042479515076
fft_alpha_structure,validate,0.5245367884635925,0.5840625762939453
fft_alpha_structure,test,0.5874713063240051,0.6968822479248047
fft_betha_structure,train,0.8158400058746338,0.49378469586372375
fft_betha_structure,validate,0.7129026651382446,0.5165349245071411
fft_betha_structure,test,0.6781243681907654,0.6672810912132263
fft_energetic,train,0.8314184546470642,0.466808944940567
fft_energetic,validate,0.8030378818511963,0.4940626323223114
fft_energetic,test,0.6304506659507751,0.7223431468009949
fft_hydropathy,train,0.86427241563797,0.45864540338516235
fft_hydropathy,validate,0.7038891911506653,0.5193374752998352
fft_hydropathy,test,0.6904339790344238,0.6629306077957153
fft_hydrophobicity,train,0.8542020320892334,0.46166905760765076
fft_hydrophobicity,validate,0.7964446544647217,0.49297860264778137
fft_hydrophobicity,test,0.6670665740966797,0.6956149935722351
fft_index,train,0.8389573693275452,0.46894386410713196
fft_index,validate,0.7286763191223145,0.5116854906082153
fft_index,test,0.6621114015579224,0.6818471550941467
fft_secondary_structure,train,0.8472751379013062,0.46908533573150635
fft_secondary_structure,validate,0.7711567282676697,0.49885594844818115
fft_secondary_structure,test,0.6802628636360168,0.6806528568267822
fft_volume,train,0.8580688238143921,0.46193093061447144
fft_volume,validate,0.7839258909225464,0.4953484535217285
fft_volume,test,0.6843312978744507,0.680448055267334
glove,train,0.8942331671714783,0.4483797252178192
glove,validate,0.8253213167190552,0.46995916962623596
glove,test,0.778270423412323,0.6238741278648376
oneshot,train,0.9092552661895752,0.4362241327762604
oneshot,validate,0.8172258138656616,0.5015043020248413
oneshot,test,0.5541936159133911,0.7788785696029663
physicochemical_alpha_structure,train,0.8961805105209351,0.4404759705066681
physicochemical_alpha_structure,validate,0.7822567224502563,0.4899276793003082
physicochemical_alpha_structure,test,0.7327352166175842,0.6495424509048462
physicochemical_betha_structure,train,0.8802403807640076,0.4448005259037018
physicochemical_betha_structure,validate,0.7568853497505188,0.49848324060440063
physicochemical_betha_structure,test,0.7110369205474854,0.6568204760551453
physicochemical_energetic,train,0.8925918936729431,0.4400950074195862
physicochemical_energetic,validate,0.7721582651138306,0.4910973906517029
physicochemical_energetic,test,0.7223555445671082,0.6540243625640869
physicochemical_hydropathy,train,0.8948173522949219,0.4392295181751251
physicochemical_hydropathy,validate,0.7815055847167969,0.4898120164871216
physicochemical_hydropathy,test,0.7295013666152954,0.6512721180915833
physicochemical_hydrophobocity,train,0.8791832327842712,0.44496819376945496
physicochemical_hydrophobocity,validate,0.7472875714302063,0.5012070536613464
physicochemical_hydrophobocity,test,0.7136449217796326,0.6524967551231384
physicochemical_index,train,0.8952903151512146,0.43922361731529236
physicochemical_index,validate,0.7879319190979004,0.4875912368297577
physicochemical_index,test,0.7299708127975464,0.6509057879447937
physicochemical_secondary_structure,train,0.8858597278594971,0.44316035509109497
physicochemical_secondary_structure,validate,0.7622267007827759,0.49551182985305786
physicochemical_secondary_structure,test,0.7247548699378967,0.6496796011924744
physicochemical_volume,train,0.889309287071228,0.4418432414531708
physicochemical_volume,validate,0.7606409788131714,0.49711668491363525
physicochemical_volume,test,0.7177133560180664,0.6533068418502808
