Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.916823148727417,0.4338110387325287
seq_to_seq,validate,0.8366785049438477,0.472513347864151
seq_to_seq,test,0.9013665914535522,0.3507310748100281
bepler,train,0.9502885937690735,0.4160992503166199
bepler,validate,0.9127477407455444,0.4344637095928192
bepler,test,0.9535781145095825,0.33089661598205566
fasttext,train,0.8774184584617615,0.44943851232528687
fasttext,validate,0.8318798542022705,0.46907368302345276
fasttext,test,0.8706446886062622,0.3624018430709839
fft_alpha_structure,train,0.8393351435661316,0.4723896384239197
fft_alpha_structure,validate,0.7604840397834778,0.5009071826934814
fft_alpha_structure,test,0.8077404499053955,0.3862982392311096
fft_betha_structure,train,0.8199040293693542,0.47138768434524536
fft_betha_structure,validate,0.7946171760559082,0.49348390102386475
fft_betha_structure,test,0.8830064535140991,0.3577058017253876
fft_energetic,train,0.8451352715492249,0.47444987297058105
fft_energetic,validate,0.3262674808502197,0.6511244177818298
fft_energetic,test,0.22006049752235413,0.6095494031906128
fft_hydropathy,train,0.8327839374542236,0.4805018901824951
fft_hydropathy,validate,0.45395368337631226,0.6041117906570435
fft_hydropathy,test,0.3565095067024231,0.5577144026756287
fft_hydrophobicity,train,0.820919394493103,0.47384217381477356
fft_hydrophobicity,validate,0.8056749701499939,0.5057428479194641
fft_hydrophobicity,test,0.9774671196937561,0.32182157039642334
fft_index,train,0.8274149894714355,0.4930367171764374
fft_index,validate,0.6828708648681641,0.5340902209281921
fft_index,test,0.7392029762268066,0.412334680557251
fft_secondary_structure,train,0.8341887593269348,0.46980035305023193
fft_secondary_structure,validate,0.585228443145752,0.5570892691612244
fft_secondary_structure,test,0.5640517473220825,0.47887203097343445
fft_volume,train,0.8264552354812622,0.4709104895591736
fft_volume,validate,0.5672438740730286,0.5634802579879761
fft_volume,test,0.5415710210800171,0.4874122142791748
glove,train,0.8959315419197083,0.44705018401145935
glove,validate,0.8398497700691223,0.4635399580001831
glove,test,0.8774254322052002,0.3598259389400482
oneshot,train,0.921454906463623,0.4306347370147705
oneshot,validate,0.8796160817146301,0.45431745052337646
oneshot,test,0.9446067214012146,0.3343047499656677
physicochemical_alpha_structure,train,0.8988942503929138,0.43994033336639404
physicochemical_alpha_structure,validate,0.8174838423728943,0.474051296710968
physicochemical_alpha_structure,test,0.8546839356422424,0.3684650659561157
physicochemical_betha_structure,train,0.9008415341377258,0.43779051303863525
physicochemical_betha_structure,validate,0.8102232217788696,0.47612783312797546
physicochemical_betha_structure,test,0.8488420844078064,0.37068432569503784
physicochemical_energetic,train,0.913902223110199,0.43313631415367126
physicochemical_energetic,validate,0.842979371547699,0.463824599981308
physicochemical_energetic,test,0.8769559860229492,0.3600042760372162
physicochemical_hydropathy,train,0.9035259485244751,0.4376160800457001
physicochemical_hydropathy,validate,0.8261631727218628,0.47070401906967163
physicochemical_hydropathy,test,0.859639048576355,0.3665826916694641
physicochemical_hydrophobocity,train,0.900771975517273,0.43836161494255066
physicochemical_hydrophobocity,validate,0.8243271708488464,0.4718626141548157
physicochemical_hydrophobocity,test,0.8708011507987976,0.3623424172401428
physicochemical_index,train,0.9063217043876648,0.4354279637336731
physicochemical_index,validate,0.8280826210975647,0.4700450301170349
physicochemical_index,test,0.8727832436561584,0.3615894615650177
physicochemical_secondary_structure,train,0.9002573490142822,0.43868738412857056
physicochemical_secondary_structure,validate,0.8058001399040222,0.4779484272003174
physicochemical_secondary_structure,test,0.8497809171676636,0.3703276515007019
physicochemical_volume,train,0.8985325694084167,0.43929579854011536
physicochemical_volume,validate,0.8134362697601318,0.4758194386959076
physicochemical_volume,test,0.8577613234519958,0.3672960102558136
