Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.921480119228363,0.431816428899765
seq_to_seq,validate,0.8647420406341553,0.46737873554229736
seq_to_seq,test,0.9688161015510559,0.32510799169540405
bepler,train,0.9480909705162048,0.41664671897888184
bepler,validate,0.8981431126594543,0.4405229985713959
bepler,test,0.9324014186859131,0.3389413356781006
fasttext,train,0.8770707249641418,0.4581413269042969
fasttext,validate,0.8625078201293945,0.4581301808357239
fasttext,test,0.9241602420806885,0.3420720398426056
fft_alpha_structure,train,0.8469573855400085,0.4732230603694916
fft_alpha_structure,validate,0.7511370778083801,0.5012301802635193
fft_alpha_structure,test,0.7789484858512878,0.3972359001636505
fft_betha_structure,train,0.8410598635673523,0.4694455564022064
fft_betha_structure,validate,0.8103484511375427,0.5023535490036011
fft_betha_structure,test,0.9771020412445068,0.3219602704048157
fft_energetic,train,0.8393629789352417,0.47080525755882263
fft_energetic,validate,0.24022532999515533,0.6841714978218079
fft_energetic,test,0.07239724695682526,0.6656445264816284
fft_hydropathy,train,0.7046804428100586,0.5070599317550659
fft_hydropathy,validate,0.8106405138969421,0.5012001395225525
fft_hydropathy,test,0.9701648354530334,0.3245956301689148
fft_hydrophobicity,train,0.8076500296592712,0.4758456349372864
fft_hydrophobicity,validate,0.7019820809364319,0.5186204314231873
fft_hydrophobicity,test,0.7019612193107605,0.426482230424881
fft_index,train,0.6778496503829956,0.5163838267326355
fft_index,validate,0.8070936799049377,0.5062865018844604
fft_index,test,0.9861777424812317,0.31851252913475037
fft_secondary_structure,train,0.7762987613677979,0.4881330728530884
fft_secondary_structure,validate,0.4297100007534027,0.6270948052406311
fft_secondary_structure,test,0.4137805104255676,0.5359578728675842
fft_volume,train,0.8055497407913208,0.4746520519256592
fft_volume,validate,0.2538284957408905,0.6861610412597656
fft_volume,test,0.13978718221187592,0.640044093132019
glove,train,0.8977536559104919,0.44573649764060974
glove,validate,0.8595451712608337,0.4597267508506775
glove,test,0.9162319898605347,0.34508389234542847
oneshot,train,0.9204117059707642,0.4311813712120056
oneshot,validate,0.8542040586471558,0.47427600622177124
oneshot,test,0.9732943773269653,0.32340672612190247
physicochemical_alpha_structure,train,0.899561882019043,0.4397468864917755
physicochemical_alpha_structure,validate,0.823200523853302,0.4723607897758484
physicochemical_alpha_structure,test,0.8593261241912842,0.36670157313346863
physicochemical_betha_structure,train,0.8993114829063416,0.4381946325302124
physicochemical_betha_structure,validate,0.8126016855239868,0.4751040041446686
physicochemical_betha_structure,test,0.8278218507766724,0.3786696791648865
physicochemical_energetic,train,0.9141108393669128,0.4325157701969147
physicochemical_energetic,validate,0.8376381993293762,0.4657333493232727
physicochemical_energetic,test,0.8724181056022644,0.36172813177108765
physicochemical_hydropathy,train,0.9049864411354065,0.4372016191482544
physicochemical_hydropathy,validate,0.8376381993293762,0.4664149582386017
physicochemical_hydropathy,test,0.8703317046165466,0.3625207245349884
physicochemical_hydrophobocity,train,0.9049168825149536,0.43638935685157776
physicochemical_hydrophobocity,validate,0.8128103613853455,0.4755159020423889
physicochemical_hydrophobocity,test,0.8468599915504456,0.37143728137016296
physicochemical_index,train,0.9068085551261902,0.43568745255470276
physicochemical_index,validate,0.8320467472076416,0.4685090482234955
physicochemical_index,test,0.8695493340492249,0.3628179430961609
physicochemical_secondary_structure,train,0.9004938006401062,0.43845388293266296
physicochemical_secondary_structure,validate,0.8049238324165344,0.4778202474117279
physicochemical_secondary_structure,test,0.8314729928970337,0.37728264927864075
physicochemical_volume,train,0.8955560326576233,0.44058698415756226
physicochemical_volume,validate,0.8131858706474304,0.47580426931381226
physicochemical_volume,test,0.841435432434082,0.37349802255630493
