Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.8948173522949219,0.44434863328933716
seq_to_seq,validate,0.8452678918838501,0.4634844958782196
seq_to_seq,test,0.7885979413986206,0.6219806671142578
bepler,train,0.9884274005889893,0.3953683376312256
bepler,validate,0.8578701615333557,0.46226581931114197
bepler,test,0.7617358565330505,0.6413447856903076
fasttext,train,0.9095891118049622,0.43703290820121765
fasttext,validate,0.8665498495101929,0.45734453201293945
fasttext,test,0.784112274646759,0.6281455159187317
fft_alpha_structure,train,0.9765210151672363,0.4003458619117737
fft_alpha_structure,validate,0.8274077773094177,0.4759432375431061
fft_alpha_structure,test,0.7269455194473267,0.6589843034744263
fft_betha_structure,train,0.9691490530967712,0.40445616841316223
fft_betha_structure,validate,0.8308295607566833,0.47408196330070496
fft_betha_structure,test,0.7375339269638062,0.6545484662055969
fft_energetic,train,0.9840041995048523,0.39695507287979126
fft_energetic,validate,0.8297446370124817,0.47589752078056335
fft_energetic,test,0.7161485552787781,0.6673336625099182
fft_hydropathy,train,0.9770495295524597,0.40047919750213623
fft_hydropathy,validate,0.8193122744560242,0.4791789650917053
fft_hydropathy,test,0.7268933653831482,0.6607333421707153
fft_hydrophobicity,train,0.977272093296051,0.40049490332603455
fft_hydrophobicity,validate,0.8282423615455627,0.47530537843704224
fft_hydrophobicity,test,0.728145182132721,0.6596813201904297
fft_index,train,0.9763818979263306,0.400679349899292
fft_index,validate,0.8107995390892029,0.4825732707977295
fft_index,test,0.7203734517097473,0.6638491749763489
fft_secondary_structure,train,0.9766600728034973,0.4006672501564026
fft_secondary_structure,validate,0.8342514038085938,0.4740651845932007
fft_secondary_structure,test,0.730961799621582,0.6583356857299805
fft_volume,train,0.9748518466949463,0.40162813663482666
fft_volume,validate,0.839926540851593,0.4705660045146942
fft_volume,test,0.7340392470359802,0.6572543978691101
glove,train,0.9457812905311584,0.41814491152763367
glove,validate,0.8779836297035217,0.4509560167789459
glove,test,0.7957437634468079,0.6223109364509583
oneshot,train,0.9488135576248169,0.41496139764785767
oneshot,validate,0.8000333905220032,0.5132282376289368
oneshot,test,0.5001564621925354,0.8131647706031799
physicochemical_alpha_structure,train,0.8802403807640076,0.44447973370552063
physicochemical_alpha_structure,validate,0.7261725664138794,0.5108323097229004
physicochemical_alpha_structure,test,0.6959106922149658,0.6631807088851929
physicochemical_betha_structure,train,0.871783435344696,0.44812676310539246
physicochemical_betha_structure,validate,0.7361876368522644,0.5058448314666748
physicochemical_betha_structure,test,0.695597767829895,0.6642394065856934
physicochemical_energetic,train,0.8889754414558411,0.4410812258720398
physicochemical_energetic,validate,0.757552981376648,0.4981895089149475
physicochemical_energetic,test,0.7199040055274963,0.652975857257843
physicochemical_hydropathy,train,0.8774584531784058,0.4460110068321228
physicochemical_hydropathy,validate,0.7377732992172241,0.5068263411521912
physicochemical_hydropathy,test,0.698518693447113,0.6635558009147644
physicochemical_hydrophobocity,train,0.8846635222434998,0.44213783740997314
physicochemical_hydrophobocity,validate,0.738274097442627,0.5068164467811584
physicochemical_hydrophobocity,test,0.7066555619239807,0.6568685173988342
physicochemical_index,train,0.8779314160346985,0.44553065299987793
physicochemical_index,validate,0.7259222269058228,0.5092031359672546
physicochemical_index,test,0.6950761675834656,0.6609541177749634
physicochemical_secondary_structure,train,0.8766239285469055,0.4458869695663452
physicochemical_secondary_structure,validate,0.715156078338623,0.5132128000259399
physicochemical_secondary_structure,test,0.7021698355674744,0.6582342982292175
physicochemical_volume,train,0.8846079111099243,0.4433552324771881
physicochemical_volume,validate,0.7467868328094482,0.503241777420044
physicochemical_volume,test,0.7139578461647034,0.6552096605300903
