Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.5002434253692627,0.6930548548698425
seq_to_seq,validate,0.5002086162567139,0.6930681467056274
seq_to_seq,test,0.5001564621925354,0.6931004524230957
bepler,train,0.8006467819213867,0.5887303352355957
bepler,validate,0.7084811329841614,0.6388708353042603
bepler,test,0.7084811329841614,0.6384322047233582
fasttext,train,0.651679515838623,0.6411649584770203
fasttext,validate,0.6234613060951233,0.657009482383728
fasttext,test,0.6218443512916565,0.6584005951881409
fft_alpha_structure,train,0.5784303545951843,0.6673122048377991
fft_alpha_structure,validate,0.5668683648109436,0.6745989322662354
fft_alpha_structure,test,0.5642603635787964,0.6754644513130188
fft_betha_structure,train,0.5314695239067078,0.6826835870742798
fft_betha_structure,validate,0.5255059599876404,0.6860390901565552
fft_betha_structure,test,0.5261840224266052,0.6858566999435425
fft_energetic,train,0.549534022808075,0.6770448684692383
fft_energetic,validate,0.5425620675086975,0.6807751655578613
fft_energetic,test,0.540527880191803,0.681911289691925
fft_hydropathy,train,0.5293135643005371,0.683364748954773
fft_hydropathy,validate,0.5251408219337463,0.6859146952629089
fft_hydropathy,test,0.5271229147911072,0.6851868033409119
fft_hydrophobicity,train,0.5764309167861938,0.6669941544532776
fft_hydrophobicity,validate,0.5606613755226135,0.675904393196106
fft_hydrophobicity,test,0.5622783303260803,0.6750895977020264
fft_index,train,0.5380589962005615,0.680840253829956
fft_index,validate,0.5288441181182861,0.6863623261451721
fft_index,test,0.5331212282180786,0.683923065662384
fft_secondary_structure,train,0.5846025347709656,0.6645581722259521
fft_secondary_structure,validate,0.5652514100074768,0.6753134727478027
fft_secondary_structure,test,0.5713540315628052,0.6728322505950928
fft_volume,train,0.5593225955963135,0.6732929348945618
fft_volume,validate,0.5510119199752808,0.6786428093910217
fft_volume,test,0.5486125349998474,0.679441511631012
glove,train,0.6311982870101929,0.6478762626647949
glove,validate,0.6101606488227844,0.6604081988334656
glove,test,0.6097955107688904,0.6602712869644165
oneshot,train,0.6142116785049438,0.6615382432937622
oneshot,validate,0.5950344204902649,0.6721438765525818
oneshot,test,0.5887231230735779,0.6750426888465881
physicochemical_alpha_structure,train,0.9978962540626526,0.5040202736854553
physicochemical_alpha_structure,validate,0.6136553287506104,0.7150029540061951
physicochemical_alpha_structure,test,0.6103692650794983,0.7159128785133362
physicochemical_betha_structure,train,0.9968878030776978,0.5044242739677429
physicochemical_betha_structure,validate,0.6181932091712952,0.7116000056266785
physicochemical_betha_structure,test,0.6105779409408569,0.7152823209762573
physicochemical_energetic,train,0.999026358127594,0.5035826563835144
physicochemical_energetic,validate,0.6205403804779053,0.7108210325241089
physicochemical_energetic,test,0.6059879064559937,0.7182539701461792
physicochemical_hydropathy,train,0.9981048703193665,0.503940999507904
physicochemical_hydropathy,validate,0.6156373620033264,0.7132225036621094
physicochemical_hydropathy,test,0.6077613234519958,0.7167282104492188
physicochemical_hydrophobocity,train,0.9990959167480469,0.5035520195960999
physicochemical_hydrophobocity,validate,0.6144376993179321,0.7143422961235046
physicochemical_hydrophobocity,test,0.6112038493156433,0.7160845994949341
physicochemical_index,train,0.9973746538162231,0.5042183995246887
physicochemical_index,validate,0.609534740447998,0.7162424921989441
physicochemical_index,test,0.6059879064559937,0.7180159091949463
physicochemical_secondary_structure,train,0.996574878692627,0.5045222640037537
physicochemical_secondary_structure,validate,0.6143855452537537,0.7134223580360413
physicochemical_secondary_structure,test,0.6106300950050354,0.7149367332458496
physicochemical_volume,train,0.9989046454429626,0.503624677658081
physicochemical_volume,validate,0.61887127161026,0.7119187712669373
physicochemical_volume,test,0.6150636076927185,0.7136910557746887
