Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.909394383430481,0.4348815083503723
seq_to_seq,validate,0.8481889367103577,0.48027873039245605
seq_to_seq,test,0.981431245803833,0.3203156590461731
bepler,train,0.9536818265914917,0.41429489850997925
bepler,validate,0.8637122511863708,0.46110913157463074
bepler,test,0.935426652431488,0.3377920985221863
fasttext,train,0.8699195981025696,0.4516483247280121
fasttext,validate,0.8349190354347229,0.49085330963134766
fasttext,test,0.9962445497512817,0.3146883547306061
fft_alpha_structure,train,0.8632431030273438,0.46062031388282776
fft_alpha_structure,validate,0.8191453814506531,0.4893271028995514
fft_alpha_structure,test,0.9416857957839966,0.3354143500328064
fft_betha_structure,train,0.8142821192741394,0.48209348320961
fft_betha_structure,validate,0.705474853515625,0.5171912908554077
fft_betha_structure,test,0.697788417339325,0.4280674457550049
fft_energetic,train,0.791637659072876,0.4892521798610687
fft_energetic,validate,0.7810882925987244,0.4977496862411499
fft_energetic,test,0.8589609861373901,0.36684030294418335
fft_hydropathy,train,0.8441038131713867,0.4643557369709015
fft_hydropathy,validate,0.8062093257904053,0.5080751776695251
fft_hydropathy,test,0.994158148765564,0.31548091769218445
fft_hydrophobicity,train,0.8270509243011475,0.47870633006095886
fft_hydrophobicity,validate,0.7529627680778503,0.5045846700668335
fft_hydrophobicity,test,0.7986647486686707,0.3897459805011749
fft_index,train,0.8533118367195129,0.46207404136657715
fft_index,validate,0.7431146502494812,0.5069424510002136
fft_index,test,0.8049238324165344,0.38736823201179504
fft_secondary_structure,train,0.8000110983848572,0.5132504105567932
fft_secondary_structure,validate,0.2825905382633209,0.6759143471717834
fft_secondary_structure,test,0.18839974701404572,0.6215768456459045
fft_volume,train,0.7488802671432495,0.4961993098258972
fft_volume,validate,0.8043732047080994,0.5100558400154114
fft_volume,test,0.9981222748756409,0.3139750361442566
glove,train,0.8876123428344727,0.4448469579219818
glove,validate,0.8772324919700623,0.45805802941322327
glove,test,0.9693302512168884,0.3249126672744751
oneshot,train,0.9168776273727417,0.4321122467517853
oneshot,validate,0.8550325632095337,0.47571414709091187
oneshot,test,0.982265830039978,0.3199986219406128
physicochemical_alpha_structure,train,0.8976827263832092,0.4389429986476898
physicochemical_alpha_structure,validate,0.7891837954521179,0.4861533045768738
physicochemical_alpha_structure,test,0.8280826210975647,0.3785705864429474
physicochemical_betha_structure,train,0.8898100256919861,0.44072410464286804
physicochemical_betha_structure,validate,0.7587214112281799,0.49646249413490295
physicochemical_betha_structure,test,0.7749843597412109,0.39874181151390076
physicochemical_energetic,train,0.890282928943634,0.4409186542034149
physicochemical_energetic,validate,0.7763311862945557,0.49067503213882446
physicochemical_energetic,test,0.8223450779914856,0.3807501792907715
physicochemical_hydropathy,train,0.8978774547576904,0.43832099437713623
physicochemical_hydropathy,validate,0.7774161100387573,0.4897817075252533
physicochemical_hydropathy,test,0.8298560380935669,0.37789687514305115
physicochemical_hydrophobocity,train,0.8767073750495911,0.4456881880760193
physicochemical_hydrophobocity,validate,0.7501251697540283,0.5010714530944824
physicochemical_hydrophobocity,test,0.7897976040840149,0.39311447739601135
physicochemical_index,train,0.8980721831321716,0.437919557094574
physicochemical_index,validate,0.7885995507240295,0.48633521795272827
physicochemical_index,test,0.832568347454071,0.37686651945114136
physicochemical_secondary_structure,train,0.8922580480575562,0.4406962990760803
physicochemical_secondary_structure,validate,0.7684860825538635,0.4933745861053467
physicochemical_secondary_structure,test,0.7933444380760193,0.39176705479621887
physicochemical_volume,train,0.8777366876602173,0.4456847906112671
physicochemical_volume,validate,0.7400267124176025,0.5043463110923767
physicochemical_volume,test,0.7713332176208496,0.4001288414001465
