Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.7013700604438782,0.6252495050430298
seq_to_seq,validate,0.640360951423645,0.6605510115623474
seq_to_seq,test,0.642447292804718,0.6597459316253662
bepler,train,0.7578238844871521,0.600487232208252
bepler,validate,0.6853744983673096,0.6380254626274109
bepler,test,0.6875652074813843,0.6373311281204224
fasttext,train,0.744523286819458,0.6328014731407166
fasttext,validate,0.645941972732544,0.6910595893859863
fasttext,test,0.6456290483474731,0.691967785358429
fft_alpha_structure,train,0.5262535810470581,0.6839173436164856
fft_alpha_structure,validate,0.5234717130661011,0.6858345866203308
fft_alpha_structure,test,0.5220112800598145,0.6862640380859375
fft_betha_structure,train,0.5154565572738647,0.6879606246948242
fft_betha_structure,validate,0.5107970237731934,0.6904114484786987
fft_betha_structure,test,0.5111621022224426,0.690473198890686
fft_energetic,train,0.5412580966949463,0.6792156100273132
fft_energetic,validate,0.5352597832679749,0.6828224658966064
fft_energetic,test,0.5388066172599792,0.6810866594314575
fft_hydropathy,train,0.5289658308029175,0.6829496622085571
fft_hydropathy,validate,0.5252451300621033,0.6853988766670227
fft_hydropathy,test,0.5238890051841736,0.6854755878448486
fft_hydrophobicity,train,0.562521755695343,0.6720191240310669
fft_hydrophobicity,validate,0.5569580793380737,0.6756823062896729
fft_hydrophobicity,test,0.5583663582801819,0.6749217510223389
fft_index,train,0.51712566614151,0.6873390674591064
fft_index,validate,0.514239490032196,0.688865602016449
fft_index,test,0.5137701034545898,0.6895326375961304
fft_secondary_structure,train,0.5218026041984558,0.6856417059898376
fft_secondary_structure,validate,0.5162737369537354,0.6884312033653259
fft_secondary_structure,test,0.5179949998855591,0.6877772212028503
fft_volume,train,0.520516037940979,0.6859298944473267
fft_volume,validate,0.518568754196167,0.6874465346336365
fft_volume,test,0.5175777077674866,0.687985897064209
glove,train,0.6165241003036499,0.6524441242218018
glove,validate,0.5921656489372253,0.6664673686027527
glove,test,0.5864281058311462,0.669060468673706
oneshot,train,0.6041275262832642,0.6564015746116638
oneshot,validate,0.5616002678871155,0.6741318106651306
oneshot,test,0.557688295841217,0.6759561896324158
physicochemical_alpha_structure,train,0.9983830451965332,0.5038228034973145
physicochemical_alpha_structure,validate,0.6098998785018921,0.7158656716346741
physicochemical_alpha_structure,test,0.6136031746864319,0.7140579223632812
physicochemical_betha_structure,train,0.9979658126831055,0.5039938688278198
physicochemical_betha_structure,validate,0.6136031746864319,0.7143586277961731
physicochemical_betha_structure,test,0.6080220937728882,0.7164662480354309
physicochemical_energetic,train,0.9986264705657959,0.5037303566932678
physicochemical_energetic,validate,0.6142812371253967,0.7139256000518799
physicochemical_energetic,test,0.6106300950050354,0.7151998281478882
physicochemical_hydropathy,train,0.999530553817749,0.5033827424049377
physicochemical_hydropathy,validate,0.621896505355835,0.7115339040756226
physicochemical_hydropathy,test,0.6068224310874939,0.7181249260902405
physicochemical_hydrophobocity,train,0.9987307786941528,0.5036948919296265
physicochemical_hydrophobocity,validate,0.6205925345420837,0.711277425289154
physicochemical_hydrophobocity,test,0.610108494758606,0.7160245180130005
physicochemical_index,train,0.9987655878067017,0.503677487373352
physicochemical_index,validate,0.6110995411872864,0.71567302942276
physicochemical_index,test,0.6106300950050354,0.7153627276420593
physicochemical_secondary_structure,train,0.9994609951972961,0.5034091472625732
physicochemical_secondary_structure,validate,0.6120383739471436,0.7160431742668152
physicochemical_secondary_structure,test,0.612925112247467,0.7160070538520813
physicochemical_volume,train,0.9983830451965332,0.5038186311721802
physicochemical_volume,validate,0.6108387112617493,0.7168998718261719
physicochemical_volume,test,0.6168370246887207,0.7134308815002441
