Caracteristicas,Etapa,Precision,Perdida(BCE)
seq_to_seq,train,0.8998804092407227,0.44163668155670166
seq_to_seq,validate,0.8540310263633728,0.45943373441696167
seq_to_seq,test,0.9027748703956604,0.35019609332084656
bepler,train,0.9573260545730591,0.4138260781764984
bepler,validate,0.8568686246871948,0.45893722772598267
bepler,test,0.9059044718742371,0.34900718927383423
fasttext,train,0.8456616401672363,0.4611040949821472
fasttext,validate,0.8193122744560242,0.5009923577308655
fasttext,test,0.9989567995071411,0.3136579990386963
fft_alpha_structure,train,0.7902467250823975,0.48327821493148804
fft_alpha_structure,validate,0.7920213937759399,0.49325549602508545
fft_alpha_structure,test,0.8722094893455505,0.3618074059486389
fft_betha_structure,train,0.8428797721862793,0.46674540638923645
fft_betha_structure,validate,0.7372725605964661,0.5106253623962402
fft_betha_structure,test,0.7716461420059204,0.4000099301338196
fft_energetic,train,0.8619634509086609,0.4601173400878906
fft_energetic,validate,0.8088799715042114,0.49027952551841736
fft_energetic,test,0.9040266871452332,0.3497205078601837
fft_hydropathy,train,0.8105544447898865,0.4839171767234802
fft_hydropathy,validate,0.759722888469696,0.5039212703704834
fft_hydropathy,test,0.8147298097610474,0.38364309072494507
fft_hydrophobicity,train,0.8140873908996582,0.4960476756095886
fft_hydrophobicity,validate,0.7739943265914917,0.5063991546630859
fft_hydrophobicity,test,0.87273108959198,0.3616092801094055
fft_index,train,0.8284140825271606,0.47633734345436096
fft_index,validate,0.7034718990325928,0.5182128548622131
fft_index,test,0.7043605446815491,0.4255707859992981
fft_secondary_structure,train,0.8000110983848572,0.51318359375
fft_secondary_structure,validate,0.22158236801624298,0.687080979347229
fft_secondary_structure,test,0.04078865051269531,0.6776521801948547
fft_volume,train,0.8432414531707764,0.46917423605918884
fft_volume,validate,0.6932899355888367,0.5224817991256714
fft_volume,test,0.6945545673370361,0.42929595708847046
glove,train,0.8982390761375427,0.4455280303955078
glove,validate,0.7969453930854797,0.48158085346221924
glove,test,0.838618814945221,0.37456804513931274
oneshot,train,0.9138453602790833,0.43340447545051575
oneshot,validate,0.837923526763916,0.48624345660209656
oneshot,test,0.9826830625534058,0.31984010338783264
physicochemical_alpha_structure,train,0.8934820890426636,0.4412604868412018
physicochemical_alpha_structure,validate,0.7786679863929749,0.49070948362350464
physicochemical_alpha_structure,test,0.828812837600708,0.3782931864261627
physicochemical_betha_structure,train,0.8841349482536316,0.4435081481933594
physicochemical_betha_structure,validate,0.768068790435791,0.49463582038879395
physicochemical_betha_structure,test,0.8011683821678162,0.3887948989868164
physicochemical_energetic,train,0.8960692286491394,0.4392551779747009
physicochemical_energetic,validate,0.7780003547668457,0.49076277017593384
physicochemical_energetic,test,0.8265178203582764,0.37916502356529236
physicochemical_hydropathy,train,0.8934264183044434,0.4403727054595947
physicochemical_hydropathy,validate,0.7883492112159729,0.48721227049827576
physicochemical_hydropathy,test,0.8237012028694153,0.3802349865436554
physicochemical_hydrophobocity,train,0.8829387426376343,0.4431806802749634
physicochemical_hydrophobocity,validate,0.7550492286682129,0.5003836750984192
physicochemical_hydrophobocity,test,0.7910494208335876,0.3926389515399933
physicochemical_index,train,0.8929256796836853,0.4401419758796692
physicochemical_index,validate,0.7744116187095642,0.4909631311893463
physicochemical_index,test,0.8248487114906311,0.3797990679740906
physicochemical_secondary_structure,train,0.8964586853981018,0.4385325014591217
physicochemical_secondary_structure,validate,0.7722417116165161,0.49142658710479736
physicochemical_secondary_structure,test,0.7862507700920105,0.39446187019348145
physicochemical_volume,train,0.8819929361343384,0.44444212317466736
physicochemical_volume,validate,0.761559009552002,0.49714887142181396
physicochemical_volume,test,0.7910494208335876,0.3926388919353485
